Movie_Name,Genres,Revenue,Runtime,Year
Vacation,Comedy,104384188.0,99.0,2015
Basic Instinct,Mystery,352927224.0,127.0,2006
Kill Bill: Vol. 1,Crime,180906076.0,111.0,2003
Alvin and the Chipmunks: The Squeakquel,Music,443140005.0,88.0,2009
Evangelion: 3.0+1.0 Thrice Upon a Time,Drama,92300000.0,155.0,2021
Pretty Woman,Romance,463406268.0,119.0,1990
Marmaduke,Comedy,1379888.0,88.0,2022
Boyz n the Hood,Drama,57504069.0,112.0,1991
The Outsiders,Drama,33697647.0,91.0,1983
Honest Thief,Drama,31220247.0,99.0,2020
The Texas Chainsaw Massacre: The Beginning,Thriller,107363905.0,91.0,2006
The Heartbreak Kid,Romance,127766650.0,116.0,2007
Digimon Adventure: Last Evolution Kizuna,Fantasy,24200000.0,94.0,2020
The Skin I Live In,Thriller,33750478.0,,2011
Brian Banks,Drama,4300000.0,99.0,2019
Police Academy,Crime,81198894.0,97.0,1984
The Fox and the Hound,Family,29800000.0,82.0,1981
The Expendables 2,Thriller,314975955.0,103.0,2012
Ashfall,Thriller,61321941.0,128.0,2020
Saw II,Horror,147748505.0,89.0,2005
One Day,Romance,59389433.0,107.0,2011
Neon Genesis Evangelion: The End of Evangelion,Action,20000000.0,87.0,1997
Full Metal Jacket,War,46357676.0,117.0,2008
The Departed,Crime,291465000.0,151.0,2006
The Grey,Adventure,77278331.0,117.0,2012
Fantastic Four,Science Fiction,333535934.0,106.0,2005
The Devil's Advocate,Horror,152944660.0,144.0,1997
Star Trek Beyond,Science Fiction,343471816.0,122.0,2016
The New Mutants,Action,49169594.0,94.0,2020
The Lovely Bones,Drama,93621340.0,136.0,2010
Straight Outta Compton,History,201634991.0,147.0,2015
It's a Wonderful Life,Fantasy,9644124.0,130.0,1947
The Last Witch Hunter,Adventure,146936910.0,106.0,2015
101 Dalmatians,Comedy,320689294.0,103.0,1996
Point Break,Crime,83531958.0,122.0,1991
Bee Movie,Comedy,287594577.0,91.0,2007
Black Swan,Horror,329398046.0,108.0,2011
My Little Pony: A New Generation,Adventure,4100000.0,91.0,2021
Journey to the Center of the Earth,Family,101702060.0,93.0,2008
A Walk to Remember,Romance,47494916.0,101.0,2002
Romance,Romance,1314053.0,99.0,1999
The Human Centipede (First Sequence),Horror,252207.0,92.0,2012
Nanny McPhee,Family,123276807.0,97.0,2005
Home on the Range,Family,145358062.0,76.0,2004
Rambo III,War,189015611.0,102.0,1988
Never Back Down,Action,41627431.0,115.0,2008
Voyagers,Thriller,4284903.0,108.0,2021
Insidious: Chapter 3,Mystery,112983889.0,97.0,2015
Solo: A Star Wars Story,Action,392952373.0,135.0,2018
Bumblebee,Science Fiction,467989645.0,113.0,2018
Machine Gun Preacher,Crime,2527904.0,129.0,2011
The Exorcism of Emily Rose,Thriller,145166804.0,122.0,2005
Happy Feet Two,Family,150406466.0,100.0,2011
House of Wax,Thriller,68766121.0,113.0,2005
The Pianist,War,120072577.0,150.0,2003
Akira,Action,553171.0,124.0,1988
Nanny McPhee and the Big Bang,Family,123276807.0,109.0,2010
Crawl,Action,91542097.0,88.0,2019
King Richard,History,30000000.0,145.0,2022
Guardians of the Galaxy,Adventure,772776600.0,121.0,2014
Speed,Crime,350448145.0,116.0,1994
Escape Plan 2: Hades,Action,17500000.0,96.0,2018
Anna,Action,31626978.0,119.0,2019
Meet the Robinsons,Family,169332978.0,95.0,2007
Sin City: A Dame to Kill For,Thriller,39407616.0,102.0,2014
Pet Sematary,Thriller,112399944.0,101.0,2019
Neighbors 2: Sorority Rising,Comedy,108758521.0,92.0,2016
The Mask of Zorro,Adventure,250288523.0,136.0,1998
Fool's Gold,Adventure,111231041.0,112.0,2008
The School of the Magical Animals,Adventure,13128530.0,93.0,2021
Willow,Fantasy,57269863.0,126.0,1988
21 Jump Street,Crime,201585328.0,109.0,2012
Bāhubali: The Beginning,Drama,90747520.0,158.0,2015
Ken Park,Drama,447741.0,97.0,2002
Pearl Harbor,Drama,449220945.0,183.0,2001
The Karate Kid Part II,Family,115103979.0,113.0,1986
Piranha 3D,Horror,83188165.0,88.0,2010
Total Recall,Thriller,198802074.0,118.0,2012
Halloween,Thriller,70274000.0,91.0,1978
Transporter 2,Crime,89083229.0,87.0,2005
Hocus Pocus,Family,39514713.0,96.0,1993
Child's Play 2,Thriller,35763605.0,84.0,1990
Paranormal Activity,Mystery,194183034.0,85.0,2007
Freddy vs. Jason,Horror,116643421.0,97.0,2003
The Curious Case of Benjamin Button,Romance,335802786.0,166.0,2008
The Polar Express,Comedy,310634054.0,100.0,2004
Casper,Family,287928194.0,100.0,1995
Curse of Chucky,Thriller,3800000.0,97.0,2013
Independence Day: Resurgence,Science Fiction,389681935.0,,2016
The Brave One,Thriller,69766619.0,122.0,2007
District 9,Science Fiction,210819611.0,112.0,2009
No Country for Old Men,Thriller,171627166.0,122.0,2007
Home,Family,368871007.0,94.0,2015
White House Down,Thriller,205366737.0,131.0,2013
Robin Hood,Drama,321669741.0,140.0,2010
Minions,Comedy,1156730962.0,91.0,2015
City of God,Crime,30641770.0,130.0,2003
Enemy at the Gates,History,96976270.0,131.0,2001
Geostorm,Thriller,221600160.0,109.0,2017
Cirque du Freak: The Vampire's Assistant,Thriller,28169671.0,109.0,2009
Clown,Horror,4381603.0,100.0,2016
G.I. Joe: Retaliation,Thriller,371876278.0,110.0,2013
Ong Bak: Muay Thai Warrior,Thriller,20112926.0,105.0,2003
Sex and the City 2,Romance,290745055.0,146.0,2010
Rocky V,Drama,119946358.0,104.0,1990
Lionheart,Action,24271196.0,105.0,1991
Father Stu,Drama,21591034.0,124.0,2022
Stand by Me Doraemon,Fantasy,83061158.0,90.0,2014
Super Mario Bros.,Science Fiction,20915465.0,104.0,1993
Batman Returns,Fantasy,280000000.0,126.0,1992
Sucker Punch,Thriller,89792502.0,110.0,2011
12 Strong,History,67450815.0,130.0,2018
The Magnificent Seven,Adventure,4905000.0,128.0,2001
Not Another Teen Movie,Comedy,66468332.0,89.0,2001
[REC],Mystery,32511655.0,78.0,2008
Step Up All In,Music,86165646.0,112.0,2014
Indiana Jones and the Kingdom of the Crystal Skull,Action,786636033.0,122.0,2008
I Spit on Your Grave III: Vengeance is Mine,Thriller,144420.0,91.0,2015
Universal Soldier: Regeneration,Thriller,875386.0,97.0,2009
Bodies Bodies Bodies,Horror,13905020.0,94.0,2022
Snow White and the Huntsman,Drama,396600000.0,127.0,2012
Live Free or Die Hard,Thriller,383531464.0,128.0,2007
Peter Pan,Family,121975011.0,113.0,2003
Werewolves Within,Comedy,937490.0,97.0,2021
Alvin and the Chipmunks: Chipwrecked,Animation,342695435.0,87.0,2011
"Crazy, Stupid, Love.",Romance,142851197.0,118.0,2011
The Wedding Ringer,Comedy,79799880.0,101.0,2015
Flipped,Drama,1755212.0,89.0,2010
London Has Fallen,Thriller,205754447.0,99.0,2016
Public Enemies,Crime,214104620.0,140.0,2009
3 Idiots,Comedy,70000000.0,170.0,2009
Source Code,Mystery,147332697.0,94.0,2011
Bram Stoker's Dracula,Horror,215862692.0,128.0,1992
Allegiant,Mystery,179246868.0,,2016
Bad Boys,Thriller,141407024.0,119.0,1995
Those Who Wish Me Dead,Action,23384502.0,100.0,2021
"As Above, So Below",Thriller,41900000.0,93.0,2014
Training Day,Drama,104876233.0,122.0,2001
Memento,Thriller,39723096.0,113.0,2001
The Hunger Games,Fantasy,694394724.0,142.0,2012
Saw IV,Crime,139352633.0,96.0,2007
Candyman,Thriller,77411570.0,91.0,2021
Seventh Son,Fantasy,114178613.0,102.0,2014
Machete,Thriller,44093316.0,105.0,2010
Blade II,Thriller,155010032.0,117.0,2002
Jojo Rabbit,Drama,82468705.0,108.0,2020
The Hunt,Horror,42415898.0,90.0,2020
Stillwater,Thriller,19754272.0,139.0,2021
Naruto: Guardians of the Crescent Moon Kingdom,Action,3224000.0,95.0,2006
Oldboy,Action,15194593.0,,2004
Black Hawk Down,War,172989651.0,145.0,2002
Annihilation,Horror,43070915.0,115.0,2018
Sputnik,Horror,354023.0,113.0,2020
The Ritual,Mystery,1786396.0,94.0,2017
The Losers,Thriller,23580000.0,97.0,2010
Shaun of the Dead,Comedy,30097092.0,99.0,2004
The Transporter,Thriller,43928932.0,92.0,2002
Double Impact,Drama,30102717.0,110.0,1991
Little Man,Crime,101595121.0,98.0,2006
Central Intelligence,Mystery,216972543.0,107.0,2016
Sleepy Hollow,Horror,206071502.0,105.0,2000
Red Dawn,Thriller,44806783.0,93.0,2012
Megalodon,TV Movie,5303.0,90.0,2018
The Ring,Mystery,249348933.0,115.0,2002
Father There Is Only One,Comedy,15894372.0,95.0,2019
Barbie in A Mermaid Tale,Fantasy,16441438.0,75.0,2010
The Goonies,Family,61389680.0,114.0,1985
Mission: Impossible III,Thriller,398479497.0,126.0,2006
Fantasia,Family,76411819.0,124.0,1974
Cast Away,Drama,429632142.0,143.0,2001
Groundhog Day,Comedy,71074049.0,101.0,1993
The Vow,Romance,196114570.0,104.0,2012
Asterix & Obelix: Mission Cleopatra,Adventure,128027976.0,108.0,2002
Lord of War,Thriller,72617068.0,122.0,2006
Searching,Drama,75462037.0,102.0,2018
Waves,Drama,2576990.0,135.0,2020
The Craft: Legacy,Fantasy,2300000.0,94.0,2020
Escape Room,Mystery,155712077.0,100.0,2019
The Princess Diaries 2: Royal Engagement,Romance,134734481.0,113.0,2004
Robots,Science Fiction,262511490.0,91.0,2005
Pinocchio,Fantasy,17133446.0,124.0,2020
Kiki's Delivery Service,Adventure,4493017.0,103.0,1989
The Blair Witch Project,Mystery,248639099.0,81.0,1999
National Lampoon's Christmas Vacation,Comedy,71319546.0,97.0,1989
Men in Black II,Science Fiction,445135288.0,88.0,2005
The Purge,Thriller,89328627.0,86.0,2013
Miracle in Cell No. 7,Drama,19289062.0,132.0,2019
Night at the Museum: Battle of the Smithsonian,Family,413106170.0,105.0,2009
Hellboy,Action,99318987.0,122.0,2004
Replicas,Drama,8100000.0,107.0,2019
9,Thriller,48428063.0,79.0,2009
Night of the Living Dead,Drama,30000000.0,96.0,1968
Hulk,Action,245360480.0,138.0,2003
Lethal Weapon,Crime,120207127.0,110.0,1987
Bombshell,Drama,61404394.0,109.0,2020
Step Up 3D,Romance,159291809.0,107.0,2010
Elite Squad,Crime,14759148.0,115.0,2007
Blitz,Thriller,15800000.0,97.0,2011
Pokémon: The Movie 2000,Family,163649270.0,84.0,1999
The Flu,Science Fiction,19775853.0,122.0,2013
Saw III,Crime,164874275.0,114.0,2006
Star Trek Into Darkness,Science Fiction,467365246.0,132.0,2013
Transporter 3,Crime,108979549.0,104.0,2008
Meander,Thriller,700000.0,91.0,2021
Rogue One: A Star Wars Story,Science Fiction,1056057273.0,133.0,2016
Beverly Hills Chihuahua,Romance,149281606.0,91.0,2008
John Q,Crime,102244770.0,116.0,2002
The Emoji Movie,Comedy,216909830.0,86.0,2017
A Writer's Odyssey,Drama,150123320.0,130.0,2021
Who Framed Roger Rabbit,Crime,329803958.0,104.0,1988
Ghostbusters,Comedy,229147509.0,117.0,2016
The Dictator,Comedy,179379533.0,83.0,2012
13 Going on 30,Romance,96455697.0,98.0,2004
Star Wars: Episode I - The Phantom Menace,Science Fiction,924317558.0,136.0,1999
Audition,Drama,359853.0,115.0,2000
Captain Underpants: The First Epic Movie,Family,125427681.0,89.0,2017
The Grand Budapest Hotel,Drama,174600318.0,100.0,2014
Eyes Wide Shut,Mystery,162091208.0,159.0,1999
Gemini Man,Thriller,173469516.0,117.0,2019
Evolution,Action,98376292.0,101.0,2001
S.W.A.T.,Crime,116643346.0,117.0,2003
Space Sweepers,Science Fiction,24571.0,136.0,2021
Ouija: Origin of Evil,Horror,81705746.0,99.0,2016
Rocky Balboa,Drama,155929020.0,101.0,2006
10 Things I Hate About You,Drama,53478166.0,97.0,1999
Nacho Libre,Family,99255460.0,92.0,2006
The Legend of Tarzan,Adventure,356743061.0,109.0,2016
E.T. the Extra-Terrestrial,Fantasy,792965500.0,115.0,1982
Violet Evergarden: Eternity and the Auto Memory Doll,Animation,10841702.0,91.0,2020
Dumb and Dumber,Comedy,247275374.0,107.0,1994
Dead Silence,Horror,22217407.0,89.0,2007
The Great Gatsby,Romance,351040419.0,143.0,2013
Blood Diamond,Action,171720398.0,143.0,2007
Saw VI,Mystery,68234154.0,90.0,2009
The Ugly Truth,Romance,321682600.0,96.0,2009
One Piece Film: Z,Adventure,74223861.0,108.0,2012
Scott Pilgrim vs. the World,Romance,48000000.0,112.0,2010
Dune,Adventure,30925690.0,137.0,1984
30 Minutes or Less,Comedy,40547440.0,83.0,2011
Anaconda,Thriller,136885767.0,89.0,1997
Robin Hood,Family,32056467.0,83.0,1973
Scoob!,Mystery,28559165.0,93.0,2020
Star Wars: Episode III - Revenge of the Sith,Science Fiction,850000000.0,140.0,2005
Blackhat,Action,17752940.0,133.0,2015
Coach Carter,History,76669806.0,136.0,2005
White Snake,Fantasy,61631776.0,99.0,2019
Don't Breathe,Horror,159047649.0,89.0,2016
Dragon Ball Z: Dead Zone,Fantasy,14000000.0,,1989
Jurassic Park,Science Fiction,920100000.0,127.0,1993
The Patriot,Action,215294342.0,165.0,2000
Left Behind,Science Fiction,19682924.0,110.0,2014
Cold Mountain,Romance,173013509.0,154.0,2003
Batman & Robin,Comedy,238207122.0,125.0,1997
Lady Bird,Comedy,78966486.0,94.0,2017
A Christmas Carol,Fantasy,325286646.0,94.0,2009
Code 8,Drama,157209.0,99.0,2019
The Lone Ranger,Western,260502115.0,149.0,2013
Room in Rome,Romance,844281.0,109.0,2010
The Empire Strikes Back,Science Fiction,538400000.0,124.0,1980
A Bronx Tale,Crime,17287898.0,121.0,1993
Apocalypse Now,War,150000000.0,147.0,1979
Mechanic: Resurrection,Thriller,125729635.0,98.0,2016
#Alive,Thriller,13416285.0,98.0,2020
The Mummy,Horror,409231607.0,110.0,2017
Easy A,Comedy,75026327.0,93.0,2010
Monkey King: Hero Is Back,Comedy,150000000.0,89.0,2015
Ong Bak 2,Thriller,8936663.0,98.0,2008
A Beautiful Mind,Romance,313542341.0,135.0,2001
Daddy's Home 2,Comedy,180613180.0,100.0,2017
The BFG,Fantasy,195243411.0,117.0,2016
Naruto: Legend of the Stone of Gelel,Fantasy,10200000.0,96.0,2005
Underworld,Thriller,95708457.0,122.0,2003
The Orphanage,Thriller,78638987.0,105.0,2007
Silent Hill,Mystery,100605135.0,125.0,2006
Sex and Lucía,Romance,7640680.0,128.0,2001
Red Sparrow,Thriller,151572634.0,140.0,2018
Alvin and the Chipmunks: The Road Chip,Family,233755553.0,92.0,2015
A Good Day to Die Hard,Thriller,304654182.0,98.0,2013
Gonjiam: Haunted Asylum,Mystery,21041950.0,94.0,2018
The Matrix Revolutions,Science Fiction,424988211.0,129.0,2003
The Theory of Everything,Romance,123726688.0,123.0,2014
Cosmic Sin,Science Fiction,349757.0,88.0,2021
The Mist,Thriller,57470220.0,126.0,2007
ParaNorman,Comedy,107139399.0,90.0,2012
Batman Forever,Fantasy,336529144.0,121.0,1995
The Nutcracker and the Four Realms,Family,59522646.0,99.0,2018
Carrie,Thriller,33800000.0,98.0,1976
Skyscraper,Thriller,292351275.0,102.0,2018
Saw V,Crime,113864059.0,95.0,2008
Friday the 13th,Horror,91509154.0,97.0,2009
Superman,Adventure,300218018.0,143.0,1978
The Man with the Iron Fists,Action,20546518.0,96.0,2012
Stuart Little,Adventure,300135367.0,84.0,1999
The Day After Tomorrow,Thriller,552639571.0,124.0,2004
Special Forces,War,3424648.0,109.0,2012
The Irishman,History,968853.0,209.0,2019
Flight,Drama,161772375.0,138.0,2013
Super 8,Mystery,260095986.0,112.0,2011
The Huntsman: Winter's War,Drama,164989338.0,114.0,2016
Malicious,Comedy,109133.0,93.0,1973
Bloodsport,Drama,65000000.0,92.0,1988
Flushed Away,Family,178120010.0,84.0,2006
The Cabin in the Woods,Fantasy,71041255.0,95.0,2012
Ben-Hur,History,164000000.0,222.0,2012
Thir13en Ghosts,Thriller,68467960.0,91.0,2002
Inside Man,Thriller,186003591.0,129.0,2006
Twelve Monkeys,Mystery,168841459.0,129.0,1996
Tomorrowland,Science Fiction,209154322.0,130.0,2015
An American Werewolf in London,Comedy,31973249.0,97.0,1981
The Sixth Sense,Drama,672806292.0,107.0,1999
The Untouchables,Thriller,76270454.0,119.0,1987
Unbreakable,Mystery,248118121.0,106.0,2000
Spy Kids,Adventure,147934180.0,88.0,2001
Legally Blonde,Romance,141774679.0,96.0,2001
Sword Art Online: The Movie â€“ Ordinal Scale,Science Fiction,20725409.0,119.0,2017
Rings,Horror,83080890.0,102.0,2017
Halo Legends,Drama,11000000.0,,2010
Sully,History,240797623.0,96.0,2016
Immortals,Drama,226904017.0,110.0,2011
Dragon Ball Super: Broly,Animation,125002821.0,99.0,2018
Murder on the Orient Express,Crime,352794081.0,114.0,2017
War Room,Romance,67790117.0,,2015
Kubo and the Two Strings,Family,76249438.0,102.0,2016
Truth or Dare,Horror,95330493.0,101.0,2018
Kung Fu Hustle,Fantasy,104000000.0,99.0,2004
Kick-Ass,Crime,96188903.0,117.0,2010
Clueless,Romance,56631572.0,97.0,1995
Unfaithful,Drama,119137784.0,124.0,2002
Tremors,Science Fiction,48572000.0,96.0,1990
Underdogs,Romance,34061097.0,106.0,2013
Return to the Blue Lagoon,Drama,2807854.0,98.0,1991
A View to a Kill,Thriller,152427960.0,131.0,1985
Charlie's Angels,Comedy,73279888.0,118.0,2019
Die Hard 2,Thriller,240031094.0,124.0,1990
The NeverEnding Story,Drama,20158808.0,102.0,1984
Unknown,Thriller,130786397.0,113.0,2011
Contact,Mystery,171120329.0,150.0,1997
The French Dispatch,Romance,46000000.0,108.0,2021
Drag Me to Hell,Thriller,90810892.0,99.0,2009
Mulholland Drive,Mystery,20271129.0,147.0,2001
Scooby-Doo 2: Monsters Unleashed,Comedy,181466833.0,93.0,2004
All Dogs Go to Heaven,Fantasy,27100027.0,89.0,1989
You Don't Mess with the Zohan,Action,204313400.0,113.0,2008
Dark City,Science Fiction,27200316.0,100.0,1998
Million Dollar Baby,Drama,216763646.0,132.0,2005
After Earth,Adventure,243843127.0,100.0,2013
Paul Blart: Mall Cop 2,Family,107597242.0,94.0,2015
The Last 10 Years,Romance,22456368.0,124.0,2022
Ex Machina,Science Fiction,36869414.0,108.0,2015
Resident Evil: Damnation,Action,2325035.0,100.0,2012
Alpha,Drama,35808437.0,97.0,2018
The Prestige,Science Fiction,109676311.0,130.0,2006
Jackass Forever,Documentary,80340218.0,96.0,2022
He's Just Not That Into You,Drama,178866158.0,129.0,2009
The Cat Returns,Family,54016370.0,75.0,2002
The Courier,Action,26000000.0,112.0,2021
Sleepers,Thriller,165615285.0,147.0,1996
The Amityville Horror,Horror,108047131.0,90.0,2005
A Nightmare on Elm Street Part 2: Freddy's Revenge,Horror,30000000.0,87.0,1985
Ghost in the Shell,Science Fiction,515905.0,82.0,1995
Passengers,Science Fiction,303144152.0,116.0,2016
Spies in Disguise,Family,171616764.0,102.0,2019
Tomorrow Never Dies,Thriller,333011068.0,119.0,1997
Zathura: A Space Adventure,Family,65079104.0,101.0,2005
Sinister,Mystery,82515113.0,110.0,2012
The Many Saints of Newark,Drama,11620603.0,,2021
The Usual Suspects,Thriller,23341568.0,106.0,1995
Cowboys & Aliens,Western,174822325.0,119.0,2011
Cobra,Thriller,49042224.0,87.0,1986
The Hateful Eight,Western,155760117.0,188.0,2016
Hitman,Drama,99965753.0,89.0,2007
Tad the Lost Explorer and the Secret of King Midas,Family,34156960.0,85.0,2017
In the Mood for Love,Romance,12854953.0,99.0,2000
Airplane!,Comedy,83453539.0,88.0,1980
Gone with the Wind,Romance,402352579.0,238.0,1939
Little Women,History,216601214.0,135.0,2020
Sinbad: Legend of the Seven Seas,Action,80767884.0,90.0,2003
Project Almanac,Drama,33213241.0,106.0,2015
Brokeback Mountain,Romance,178043761.0,134.0,2005
Deuce Bigalow: Male Gigolo,Comedy,65535067.0,88.0,1999
Planes,Comedy,219788712.0,91.0,2013
Sinkhole,Drama,17970000.0,113.0,2021
The Lego Batman Movie,Family,311950384.0,104.0,2017
Underworld: Rise of the Lycans,Thriller,92158961.0,92.0,2009
What Women Want,Romance,374111707.0,127.0,2001
Baise-moi,Thriller,940944.0,77.0,2000
Mission: Impossible II,Thriller,546388105.0,123.0,2000
Mamma Mia!,Romance,609841637.0,108.0,2008
American Assassin,Thriller,67200000.0,112.0,2017
Love and Monsters,Fantasy,1070714.0,109.0,2021
Noah,Adventure,362637473.0,138.0,2014
Lone Survivor,History,149295601.0,121.0,2014
RED,Thriller,199000000.0,111.0,2010
Annie,Family,133821816.0,119.0,2014
The Dreamers,Romance,15121165.0,112.0,2003
The Perks of Being a Wallflower,Drama,33400000.0,103.0,2012
Flashback,Thriller,26747.0,97.0,2021
Platoon,Action,138530565.0,,1987
Abominable,Comedy,180289970.0,97.0,2019
Underwater,Science Fiction,40882928.0,95.0,2020
Max Steel,Science Fiction,6272403.0,92.0,2016
Breakfast at Tiffany's,Romance,9500000.0,114.0,2009
Army of Darkness,Comedy,21502976.0,81.0,1993
The Lego Movie,Fantasy,469160692.0,100.0,2014
True Lies,Thriller,378882411.0,141.0,1994
Evil Dead II,Fantasy,10900000.0,84.0,1987
Antz,Family,171757863.0,83.0,1998
Come Play With Me,Horror,1753826.0,80.0,2021
Triangle,Horror,1594955.0,99.0,2010
Paul,Science Fiction,97984015.0,104.0,2011
Skinamarink,Horror,1800000.0,100.0,2022
I Know What You Did Last Summer,Mystery,125586134.0,101.0,1998
The Social Network,Drama,224920315.0,121.0,2010
Incendies,Mystery,6788659.0,131.0,2010
Level 16,Thriller,15575.0,102.0,2019
The Curse of Frankenstein,Science Fiction,8000000.0,83.0,1957
Men of Honor,Drama,82343495.0,129.0,2000
Onward,Action,141940042.0,103.0,2020
Dead Poets Society,Drama,235860116.0,128.0,2006
Fireworks,Fantasy,26617621.0,90.0,2017
We're the Millers,Crime,269994119.0,110.0,2013
Amélie,Romance,173921954.0,122.0,2001
Shadow in the Cloud,War,1025190.0,83.0,2021
One Piece: Curse of the Sacred Sword,Action,13422333.0,95.0,2004
When Marnie Was There,Family,34949567.0,103.0,2014
Goosebumps 2: Haunted Halloween,Horror,93320380.0,90.0,2018
Johnny English Reborn,Thriller,160078586.0,101.0,2011
The Thing,Thriller,31505287.0,103.0,2011
Perfect Blue,Thriller,112536.0,81.0,1997
Chaos Walking,Science Fiction,26943020.0,109.0,2021
Samson,Adventure,4873825.0,110.0,2018
No Game No Life: Zero,Drama,6000000.0,106.0,2017
The Witch,Fantasy,40423945.0,92.0,2016
Original Sin,Romance,35402320.0,118.0,2001
Beautiful Boy,Drama,7649973.0,121.0,2018
Stepmom,Comedy,159710793.0,125.0,1998
Mr. Peabody & Sherman,Family,272912430.0,92.0,2014
Till,History,8900000.0,131.0,2022
The Terminal,Drama,219417255.0,128.0,2004
No Escape,Thriller,54418872.0,103.0,2015
Conan the Barbarian,Action,79114085.0,129.0,1982
Storks,Family,182379278.0,87.0,2016
American Gangster,Crime,266465037.0,157.0,2008
King Arthur: Legend of the Sword,Fantasy,148675066.0,126.0,2017
The Accountant,Drama,155160045.0,128.0,2016
Knight and Day,Comedy,261989769.0,109.0,2010
Smurfs: The Lost Village,Comedy,197183546.0,89.0,2017
Cult of Chucky,Thriller,2200000.0,91.0,2017
Twin Dragons,Action,8332431.0,104.0,1992
Naked Gun 33â…“: The Final Insult,Crime,51132598.0,83.0,1994
Ouija,Horror,103590271.0,89.0,2014
Jonah Hex,Thriller,10539000.0,81.0,2010
Birdman or (The Unexpected Virtue of Ignorance),Comedy,103215094.0,,2015
Dumb and Dumber To,Comedy,169837010.0,110.0,2014
The Karate Kid,Drama,130442786.0,126.0,1984
Couples Retreat,Romance,171844840.0,113.0,2009
Fantastic Mr. Fox,Family,46471023.0,87.0,2009
Horton Hears a Who!,Fantasy,298572799.0,86.0,2008
The Smurfs,Fantasy,563749323.0,103.0,2011
The Rock,Thriller,335062621.0,137.0,1996
Mary Poppins,Fantasy,103082380.0,139.0,2009
Step Up 2: The Streets,Romance,150816700.0,98.0,2008
Bros,Romance,14800000.0,115.0,2022
Blade: Trinity,Fantasy,128905366.0,123.0,2004
Night Watch,Thriller,50336279.0,114.0,2004
The Hot Chick,Fantasy,54639553.0,104.0,2002
The Next Three Days,Crime,67448651.0,133.0,2010
Underworld: Evolution,Thriller,111476513.0,106.0,2006
Mama,Horror,146497771.0,100.0,2013
Halloween,Thriller,255614941.0,106.0,2018
Forgotten,Drama,9900000.0,108.0,2017
Goosebumps,Comedy,158162788.0,103.0,2015
Species,Action,113374103.0,108.0,1995
Space Jam,Science Fiction,250200000.0,88.0,1996
Godzilla: Final Wars,Thriller,12000000.0,125.0,2004
Facing the Giants,Drama,10178331.0,111.0,2006
Casino,Drama,116112375.0,179.0,1996
Coming to America,Romance,288752301.0,117.0,1988
Epic,Fantasy,268426634.0,102.0,2013
Courageous,Drama,34522221.0,129.0,2011
The Last Samurai,War,456758981.0,154.0,2013
Deepwater Horizon,Action,121790373.0,107.0,2016
The Da Vinci Code,Mystery,767820459.0,149.0,2006
Hard Target,Action,74189677.0,97.0,1993
Planes: Fire & Rescue,Family,151165787.0,83.0,2014
One Flew Over the Cuckoo's Nest,Drama,108981275.0,133.0,1975
Step Up Revolution,Romance,140470746.0,99.0,2012
Lights Out,Mystery,148868835.0,81.0,2016
The Texas Chain Saw Massacre,Horror,30900000.0,83.0,1974
Fences,Drama,64414761.0,139.0,2016
CJ7,Science Fiction,47301471.0,86.0,2008
12 Years a Slave,History,187000000.0,134.0,2013
The Worst Person in the World,Romance,11800000.0,128.0,2022
Nutty Professor II: The Klumps,Science Fiction,123307945.0,106.0,2000
mother!,Mystery,44516999.0,121.0,2017
Turbo,Family,282570682.0,96.0,2013
Father There Is Only One 2,Family,14871307.0,96.0,2020
Zoolander 2,Action,56722693.0,100.0,2016
xXx: State of the Union,Thriller,71073932.0,101.0,2005
Zodiac,Thriller,84785914.0,157.0,2007
Dora and the Lost City of Gold,Fantasy,119682635.0,102.0,2019
The Bourne Identity,Thriller,214034224.0,119.0,2002
A Knight's Tale,Action,117487473.0,132.0,2001
Jaws 3-D,Horror,87987055.0,99.0,1983
"South Park: Bigger, Longer & Uncut",Comedy,83137603.0,81.0,1999
Crazy Rich Asians,Romance,238539198.0,121.0,2018
Assassin's Creed,Science Fiction,240697856.0,115.0,2017
13 Assassins,Action,17555141.0,141.0,2011
The Sorcerer's Apprentice,Action,215283742.0,109.0,2010
I Feel Pretty,Romance,94539426.0,111.0,2018
The Holiday,Romance,194168700.0,136.0,2006
Leap Year,Comedy,32686500.0,100.0,2010
The Road,Drama,27635305.0,111.0,2009
Mad Max 2,Science Fiction,24600832.0,96.0,1981
The Mule,Thriller,174804407.0,116.0,2019
The Bob's Burgers Movie,Comedy,34032606.0,102.0,2022
Back to the Future Part III,Science Fiction,244527583.0,119.0,1990
Starship Troopers,Science Fiction,121214377.0,129.0,1997
A History of Violence,Crime,60740827.0,96.0,2005
Secretary,Romance,9304609.0,104.0,2002
The Babysitters,Drama,44852.0,88.0,2008
The Secret Life of Walter Mitty,Fantasy,188133322.0,114.0,2013
Cold Pursuit,Thriller,76419755.0,119.0,2019
Hardcore Henry,Science Fiction,14333790.0,96.0,2016
DodgeBall: A True Underdog Story,Comedy,167722310.0,92.0,2004
Where the Wild Things Are,Adventure,100140916.0,101.0,2009
Tombstone,Action,56505065.0,130.0,1993
Parker,Crime,46216641.0,118.0,2013
Brick Mansions,Drama,68896829.0,90.0,2014
Rurouni Kenshin Part I: Origins,History,61700000.0,134.0,2012
The Mountain Between Us,Drama,62832209.0,109.0,2017
Dogtooth,Drama,110197.0,98.0,2009
